ra
18010	 
27611	 
41654	 
6344	 
25660	 
28526	 
34488	 
35184	 
12747	 
49603	 
4646	 
15459	 
11030	 
34695	 
18957	 
17181	 
39686	 
12535	 
24251	 
40472	 
11456	 
55000	 
26560	 
41218	 
33396	 
21956	 
50470	 
17888	 
9328	 
14399	 
19160	 
12779	 
481	 
49854	 
46046	 
43355	 
463	 
38621	 
51636	 
4812	 
30216	 
39644	 
5916	 
53554	 
38955	 
35461	 
28326	 
12408	 
42077	 
25838	 
47421	 
56138	 
21391	 
25027	 
49844	 
42608	 
16329	 
50574	 
23452	 
1686	 
41779	 
45240	 
26028	 
1763	 
40575	 
38742	 
22135	 
47354	 
19978	 
26292	 
29554	 
51387	 
45759	 
45484	 
49507	 
38825	 
50892	 
23361	 
40114	 
44826	 
51213	 
13462	 
21832	 
153	 
7022	 
17271	 
6602	 
43828	 
5894	 
8023	 
5698	 
4218	 
7789	 
49458	 
23291	 
24216	 
55726	 
23680	 
6633	 
15029	 
---	---
 a 	 b 
ra
27611	 
41654	 
6344	 
25660	 
28526	 
34488	 
35184	 
12747	 
49603	 
4646	 
15459	 
11030	 
34695	 
18957	 
17181	 
39686	 
12535	 
24251	 
40472	 
11456	 
55000	 
26560	 
41218	 
33396	 
21956	 
50470	 
17888	 
9328	 
14399	 
19160	 
12779	 
481	 
49854	 
46046	 
43355	 
463	 
38621	 
51636	 
4812	 
30216	 
39644	 
5916	 
53554	 
38955	 
35461	 
28326	 
12408	 
42077	 
25838	 
47421	 
56138	 
21391	 
25027	 
49844	 
42608	 
16329	 
50574	 
23452	 
1686	 
41779	 
45240	 
26028	 
1763	 
40575	 
38742	 
22135	 
47354	 
19978	 
26292	 
29554	 
51387	 
45759	 
45484	 
49507	 
38825	 
50892	 
23361	 
40114	 
44826	 
51213	 
13462	 
21832	 
153	 
7022	 
17271	 
6602	 
43828	 
5894	 
8023	 
5698	 
4218	 
7789	 
49458	 
23291	 
24216	 
55726	 
23680	 
6633	 
15029	 
18010	 
---	---
 a 	 b 
ra
41654	 
6344	 
25660	 
28526	 
34488	 
35184	 
12747	 
49603	 
4646	 
15459	 
11030	 
34695	 
18957	 
17181	 
39686	 
12535	 
24251	 
40472	 
11456	 
55000	 
26560	 
41218	 
33396	 
21956	 
50470	 
17888	 
9328	 
14399	 
19160	 
12779	 
481	 
49854	 
46046	 
43355	 
463	 
38621	 
51636	 
4812	 
30216	 
39644	 
5916	 
53554	 
38955	 
35461	 
28326	 
12408	 
42077	 
25838	 
47421	 
56138	 
21391	 
25027	 
49844	 
42608	 
16329	 
50574	 
23452	 
1686	 
41779	 
45240	 
26028	 
1763	 
40575	 
38742	 
22135	 
47354	 
19978	 
26292	 
29554	 
51387	 
45759	 
45484	 
49507	 
38825	 
50892	 
23361	 
40114	 
44826	 
51213	 
13462	 
21832	 
153	 
7022	 
17271	 
6602	 
43828	 
5894	 
8023	 
5698	 
4218	 
7789	 
49458	 
23291	 
24216	 
55726	 
23680	 
6633	 
15029	 
18010	 
27611	 
---	---
 a 	 b 
ra
6344	 
25660	 
28526	 
34488	 
35184	 
12747	 
49603	 
4646	 
15459	 
11030	 
34695	 
18957	 
17181	 
39686	 
12535	 
24251	 
40472	 
11456	 
55000	 
26560	 
41218	 
33396	 
21956	 
50470	 
17888	 
9328	 
14399	 
19160	 
12779	 
481	 
49854	 
46046	 
43355	 
463	 
38621	 
51636	 
4812	 
30216	 
39644	 
5916	 
53554	 
38955	 
35461	 
28326	 
12408	 
42077	 
25838	 
47421	 
56138	 
21391	 
25027	 
49844	 
42608	 
16329	 
50574	 
23452	 
1686	 
41779	 
45240	 
26028	 
1763	 
40575	 
38742	 
22135	 
47354	 
19978	 
26292	 
29554	 
51387	 
45759	 
45484	 
49507	 
38825	 
50892	 
23361	 
40114	 
44826	 
51213	 
13462	 
21832	 
153	 
7022	 
17271	 
6602	 
43828	 
5894	 
8023	 
5698	 
4218	 
7789	 
49458	 
23291	 
24216	 
55726	 
23680	 
6633	 
15029	 
18010	 
27611	 
41654	 
---	---
 a 	 b 
pb
rb
25660	6344
28526	 
34488	 
35184	 
12747	 
49603	 
4646	 
15459	 
11030	 
34695	 
18957	 
17181	 
39686	 
12535	 
24251	 
40472	 
11456	 
55000	 
26560	 
41218	 
33396	 
21956	 
50470	 
17888	 
9328	 
14399	 
19160	 
12779	 
481	 
49854	 
46046	 
43355	 
463	 
38621	 
51636	 
4812	 
30216	 
39644	 
5916	 
53554	 
38955	 
35461	 
28326	 
12408	 
42077	 
25838	 
47421	 
56138	 
21391	 
25027	 
49844	 
42608	 
16329	 
50574	 
23452	 
1686	 
41779	 
45240	 
26028	 
1763	 
40575	 
38742	 
22135	 
47354	 
19978	 
26292	 
29554	 
51387	 
45759	 
45484	 
49507	 
38825	 
50892	 
23361	 
40114	 
44826	 
51213	 
13462	 
21832	 
153	 
7022	 
17271	 
6602	 
43828	 
5894	 
8023	 
5698	 
4218	 
7789	 
49458	 
23291	 
24216	 
55726	 
23680	 
6633	 
15029	 
18010	 
27611	 
41654	 
---	---
 a 	 b 
ra
28526	6344
34488	 
35184	 
12747	 
49603	 
4646	 
15459	 
11030	 
34695	 
18957	 
17181	 
39686	 
12535	 
24251	 
40472	 
11456	 
55000	 
26560	 
41218	 
33396	 
21956	 
50470	 
17888	 
9328	 
14399	 
19160	 
12779	 
481	 
49854	 
46046	 
43355	 
463	 
38621	 
51636	 
4812	 
30216	 
39644	 
5916	 
53554	 
38955	 
35461	 
28326	 
12408	 
42077	 
25838	 
47421	 
56138	 
21391	 
25027	 
49844	 
42608	 
16329	 
50574	 
23452	 
1686	 
41779	 
45240	 
26028	 
1763	 
40575	 
38742	 
22135	 
47354	 
19978	 
26292	 
29554	 
51387	 
45759	 
45484	 
49507	 
38825	 
50892	 
23361	 
40114	 
44826	 
51213	 
13462	 
21832	 
153	 
7022	 
17271	 
6602	 
43828	 
